onboarded_month,user_login_month,count_user_login,auth_month,registration_status,primary_act_holder_member_id,transfer_amount,deposit_amount,deposit_count,transaction_amount,transfer_count
2021-09-14,2021-03-05,28,2021-02-11,onboarded,682,978.92,1903.21,12,15.47,38
2021-03-31,2021-07-22,1,2021-07-23,onboarded,790,415.96,374.41,45,36.22,94
2021-02-14,2021-08-19,2,2021-07-31,onboarded,494,536.49,537.66,50,73.44,71
2021-03-03,2021-05-24,49,2021-12-19,onboarded,287,234.17,774.52,4,93.83,98
2021-01-09,2021-05-26,25,2021-07-26,onboarded,163,1414.6,1998.51,73,6.49,95
2021-01-26,2021-07-08,27,2021-08-21,onboarded,887,62.24,1041.59,93,85.64,48
2021-04-10,2021-09-25,34,2021-01-30,activated,541,659.46,1876.25,71,62.2,37
2021-09-07,2021-02-26,10,2021-04-11,pending,563,1923.53,1869.43,75,56.45,94
2021-04-08,2021-10-27,79,2021-11-29,activated,570,1144.22,1410.2,76,8.72,97
2021-09-06,2021-07-13,79,2021-05-24,activated,26,1123.16,1749.24,10,1.92,41
2021-12-29,2021-11-05,62,2021-07-23,onboarded,53,1284.28,1016.39,91,20.8,66
2021-10-16,2021-01-20,77,2021-02-28,onboarded,131,1413.98,1676.34,43,37.44,74
2021-09-07,2021-10-08,34,2021-04-17,onboarded,834,125.57,286.72,2,20.39,88
2021-08-27,2021-06-09,40,2021-12-19,onboarded,858,1479.45,1343.72,14,46.34,49
2021-12-14,2021-03-07,86,2021-01-18,activated,794,983.5,875.15,18,97.75,89
2021-09-08,2021-06-04,35,2021-03-16,activated,743,1091.37,656.34,26,33.42,16
2021-04-29,2021-01-27,94,2021-02-07,onboarded,66,1641.55,1041.2,1,65.7,87
2021-08-17,2021-08-30,76,2021-06-11,onboarded,288,467.54,1498.21,44,98.54,84
2021-10-26,2021-12-19,44,2021-02-22,onboarded,192,1114.63,763.37,14,48.24,95
2021-08-01,2021-09-27,34,2021-02-21,pending,920,288.2,573.11,75,95.75,88
2021-05-01,2021-03-04,34,2021-08-23,onboarded,972,599.2,603.24,78,98.7,45
2021-02-22,2021-04-29,60,2021-09-02,onboarded,990,1037.1,571.91,13,61.74,44
2021-08-12,2021-06-26,90,2021-09-18,onboarded,852,783.57,885.61,18,63.82,71
2021-10-14,2021-01-01,25,2021-09-04,activated,140,64.57,755.2,20,37.47,41
2021-08-02,2021-12-23,20,2021-11-21,onboarded,545,215.84,605.85,58,61.68,78
2021-01-23,2021-04-10,74,2021-04-15,pending,610,1083.61,838.23,49,95.46,68
2021-01-04,2021-06-05,18,2021-01-18,onboarded,211,80.23,127.11,50,93.41,6
2021-01-31,2021-04-17,92,2021-11-15,onboarded,582,140.27,692.13,80,46.96,53
2021-05-31,2021-04-01,34,2021-02-28,pending,467,491.8,1584.33,27,42.72,37
2021-06-11,2021-05-09,76,2021-08-06,activated,172,1719.25,1675.81,84,41.22,58
2021-09-13,2021-02-03,7,2021-04-30,onboarded,446,379.65,1420.41,76,18.48,77
2021-08-13,2021-08-24,23,2021-12-07,onboarded,668,1090.33,329.78,90,81.32,57
2021-03-20,2021-10-19,81,2021-03-26,onboarded,287,1712.58,1946.51,86,80.83,30
2021-02-14,2021-11-06,88,2021-07-20,onboarded,731,1225.5,734.75,82,58.3,16
2021-07-30,2021-08-20,73,2021-10-10,onboarded,362,466.28,968.3,27,21.91,87
2021-03-17,2021-03-08,3,2021-01-14,activated,262,172.5,1320.36,43,71.5,8
2021-07-05,2021-12-06,71,2021-01-08,pending,844,1072.6,340.37,91,2.3,97
2021-02-11,2021-12-19,82,2021-08-03,onboarded,725,1348.17,1403.2,63,14.13,92
2021-10-15,2021-05-20,77,2021-05-29,onboarded,944,1531.5,7.54,54,45.21,48
2021-05-16,2021-04-30,81,2021-04-26,onboarded,812,1659.56,742.8,44,6.68,30
2021-09-05,2021-05-31,56,2021-10-15,activated,110,1277.76,1839.82,93,21.1,18
2021-02-03,2021-01-21,47,2021-04-19,onboarded,271,1209.51,1433.89,52,87.88,3
2021-08-19,2021-07-05,87,2021-03-22,activated,837,653.79,1916.99,8,55.15,9
2021-12-01,2021-10-23,82,2021-01-16,activated,360,1596.1,1624.52,98,63.84,42
2021-02-26,2021-12-14,81,2021-09-15,onboarded,502,724.37,1985.11,68,94.82,40
2021-07-01,2021-11-04,5,2021-04-09,pending,78,1576.47,322.96,21,7.98,42
2021-10-01,2021-03-13,65,2021-01-12,activated,392,1182.65,1881.3,11,44.4,3
2021-08-04,2021-01-14,40,2021-04-30,onboarded,843,796.37,1440.98,80,98.79,99
2021-05-22,2021-04-18,37,2021-04-26,onboarded,32,915.2,1387.74,31,49.86,91
2021-05-22,2021-02-13,32,2021-08-01,activated,642,1954.43,1525.68,86,77.7,63
2021-08-07,2021-06-03,9,2021-08-18,onboarded,89,536.5,282.31,19,48.81,16
2021-10-09,2021-11-26,18,2021-08-27,onboarded,780,112.2,467.18,11,90.55,7
2021-02-23,2021-08-08,23,2021-07-23,onboarded,588,128.22,1690.69,41,65.33,19
2021-12-07,2021-09-10,12,2021-10-29,onboarded,239,85.16,1152.28,25,5.81,43
2021-03-06,2021-01-13,77,2021-10-12,onboarded,627,303.88,1794.77,48,41.14,6
2021-03-05,2021-08-28,53,2021-07-29,onboarded,424,521.15,256.17,44,69.84,9
2021-07-08,2021-12-15,5,2021-05-20,activated,667,1776.57,1494.45,40,91.2,24
2021-05-15,2021-07-23,67,2021-03-09,onboarded,446,1856.93,1959.84,20,70.44,82
2021-05-10,2021-09-15,67,2021-12-12,onboarded,457,927.62,596.37,93,22.47,40
2021-04-30,2021-11-29,72,2021-10-27,onboarded,195,1773.63,292.22,56,36.97,79
2021-06-25,2021-08-04,14,2021-07-17,activated,731,1435.25,1686.2,67,34.7,63
2021-10-23,2021-04-02,50,2021-06-12,activated,225,317.73,423.99,41,5.76,63
2021-09-12,2021-02-09,14,2021-06-06,onboarded,959,1123.35,394.36,92,31.47,96
2021-04-27,2021-08-30,86,2021-09-27,pending,51,371.58,1999.84,30,17.48,39
2021-09-10,2021-07-03,36,2021-02-16,activated,265,1829.3,1774.78,51,40.32,23
2021-03-27,2021-12-06,92,2021-11-25,activated,473,580.71,113.24,15,4.37,54
2021-03-30,2021-11-24,14,2021-02-18,onboarded,655,93.43,1471.2,45,37.2,56
2021-04-24,2021-10-03,13,2021-04-04,onboarded,376,1789.64,430.5,17,19.39,47
2021-04-25,2021-03-10,86,2021-03-28,activated,531,862.29,88.6,56,21.24,27
2021-07-22,2021-12-17,84,2021-09-27,onboarded,580,6.6,985.25,35,81.4,63
2021-01-31,2021-02-09,39,2021-11-16,activated,301,269.25,1264.65,8,1.68,81
2021-11-22,2021-06-28,49,2021-06-21,activated,791,214.41,1456.97,7,46.67,23
2021-03-25,2021-01-29,1,2021-10-10,onboarded,890,934.12,168.66,12,22.23,100
2021-01-25,2021-11-25,45,2021-08-25,activated,838,1116.57,1275.9,83,15.21,92
2021-10-15,2021-10-01,89,2021-06-17,onboarded,525,1489.15,1866.86,74,2.94,11
2021-06-26,2021-12-05,53,2021-10-31,onboarded,879,1026.77,995.76,8,90.87,15
2021-05-14,2021-01-07,46,2021-02-20,onboarded,620,1277.31,239.46,51,24.94,2
2021-09-13,2021-05-08,32,2021-05-25,onboarded,931,888.33,461.81,25,36.7,85
2021-01-29,2021-03-18,59,2021-12-28,pending,986,921.83,607.58,40,49.25,4
2021-05-19,2021-06-12,98,2021-03-17,onboarded,193,1504.7,956.95,64,25.93,58
2021-07-02,2021-04-01,90,2021-01-19,activated,906,1634.65,1484.69,66,31.53,67
2021-04-27,2021-07-12,67,2021-07-20,activated,957,256.87,1363.92,38,53.47,76
2021-04-05,2021-04-11,25,2021-10-16,onboarded,201,1626.62,559.5,21,32.67,81
2021-11-15,2021-06-14,87,2021-06-10,onboarded,45,776.99,1497.78,3,39.22,87
2021-08-20,2021-07-31,46,2021-08-26,activated,892,249.78,187.26,3,81.42,90
2021-02-19,2021-08-13,87,2021-09-12,activated,29,975.66,1518.33,81,13.84,20
2021-02-12,2021-02-08,24,2021-09-17,onboarded,797,915.98,1422.87,43,86.12,79
2021-10-21,2021-09-29,83,2021-08-28,onboarded,489,1858.46,1880.94,67,68.74,44
2021-05-01,2021-04-04,52,2021-07-27,onboarded,848,112.79,360.54,67,77.12,55
2021-03-26,2021-02-03,18,2021-10-02,onboarded,396,1642.86,1237.35,58,97.38,34
2021-08-18,2021-07-15,89,2021-09-23,onboarded,498,1643.89,1545.7,37,38.48,2
2021-04-17,2021-03-05,79,2021-12-15,onboarded,956,1719.29,450.58,55,18.76,21
2021-07-11,2021-02-07,25,2021-02-17,activated,426,1426.7,578.22,68,31.15,67
2021-01-23,2021-04-01,7,2021-11-27,onboarded,744,394.22,667.7,46,59.89,94
2021-03-31,2021-08-21,68,2021-06-24,onboarded,923,744.96,1210.23,82,59.96,20
2021-08-17,2021-08-09,42,2021-12-16,activated,7,389.67,963.83,86,82.22,44
2021-08-09,2021-04-12,30,2021-12-12,pending,510,1224.76,538.9,83,5.64,33
2021-05-01,2021-10-02,79,2021-07-28,onboarded,389,33.6,353.86,89,4.68,21
2021-01-17,2021-08-09,92,2021-10-23,onboarded,170,1710.59,1520.33,44,78.13,16
2021-10-25,2021-10-30,30,2021-05-15,pending,584,592.28,1517.38,54,15.97,51
2021-02-25,2021-05-25,41,2021-11-14,pending,544,407.29,625.66,10,32.8,89
2021-12-08,2021-09-04,22,2021-04-25,pending,761,922.18,1188.3,29,50.13,58
2021-08-01,2021-09-02,42,2021-08-17,onboarded,717,1519.96,1738.22,75,75.58,97
2021-04-16,2021-07-02,11,2021-03-17,activated,885,831.42,88.93,59,71.8,91
2021-09-04,2021-04-23,50,2021-11-26,activated,325,1321.1,227.79,33,76.84,24
2021-12-19,2021-10-16,34,2021-04-02,activated,956,1475.98,1896.11,59,95.29,24
2021-06-19,2021-01-28,59,2021-08-04,onboarded,897,646.7,1677.33,20,56.24,31
2021-09-22,2021-08-11,30,2021-10-16,onboarded,986,197.36,1911.69,98,10.61,20
2021-03-24,2021-02-20,4,2021-12-29,onboarded,154,23.3,479.5,28,23.98,66
2021-10-22,2021-01-25,3,2021-03-03,onboarded,351,1543.47,361.73,1,45.8,79
2021-12-10,2021-12-29,82,2021-10-11,activated,769,344.84,400.8,32,52.72,2
2021-11-29,2021-06-26,55,2021-11-02,onboarded,424,1556.55,718.49,13,13.29,9
2021-08-11,2021-08-07,67,2021-12-08,onboarded,441,347.11,609.46,72,38.63,27
2021-08-29,2021-04-08,70,2021-07-09,onboarded,58,1555.28,1540.57,7,41,73
2021-08-22,2021-04-02,40,2021-02-14,onboarded,112,1772.29,495.95,14,90.76,5
2021-09-16,2021-07-29,5,2021-08-28,pending,136,655.53,1012.23,71,51.54,65
2021-07-01,2021-07-09,80,2021-07-01,onboarded,133,1889.94,1519.2,45,40.86,44
2021-06-17,2021-09-30,67,2021-06-04,onboarded,385,1617.71,1500.72,99,36.92,41
2021-10-16,2021-07-29,54,2021-10-03,activated,805,1097.68,70.19,3,71.4,72
2021-06-26,2021-09-13,12,2021-08-21,onboarded,700,666.55,1256.68,50,50.28,99
2021-07-29,2021-03-28,66,2021-12-14,onboarded,859,1409.67,1078.22,85,31.8,77
2021-07-20,2021-11-17,35,2021-10-27,activated,80,227.74,33.38,46,66.5,61
2021-04-17,2021-09-14,55,2021-05-30,onboarded,457,1486.99,1849.6,19,41.86,25
2021-09-01,2021-07-13,82,2021-08-26,onboarded,631,428.16,250.41,3,86.8,54
2021-01-31,2021-08-26,11,2021-10-17,activated,68,488.55,1931.57,64,13.4,48
2021-12-17,2021-03-04,18,2021-07-25,onboarded,936,1915.12,881.62,70,9.5,6
2021-12-02,2021-04-04,40,2021-08-21,activated,502,427.85,814.28,98,19.7,25
2021-09-20,2021-12-07,53,2021-06-16,activated,407,249.53,1496.23,23,57.98,36
2021-02-16,2021-06-09,59,2021-09-27,onboarded,933,1526.76,1532.93,2,71.64,64
2021-02-18,2021-09-25,47,2021-01-18,onboarded,551,481.11,345.86,75,71.28,95
2021-04-30,2021-05-04,92,2021-09-10,onboarded,171,582.72,506.35,73,92.47,34
2021-04-05,2021-02-10,70,2021-02-01,activated,486,247.74,1258.27,39,48.29,20
2021-10-15,2021-06-24,37,2021-06-10,onboarded,261,248.52,908.74,54,77.8,70
2021-10-07,2021-06-13,42,2021-03-18,activated,12,1161.6,1796.91,90,57.86,21
2021-09-05,2021-11-06,16,2021-07-30,activated,79,587.68,1261.69,89,72.93,52
2021-03-19,2021-10-03,99,2021-12-25,onboarded,104,1506.92,878.91,84,42.73,59
2021-04-12,2021-10-04,1,2021-02-18,activated,734,813.16,1777.91,16,97.65,84
2021-11-12,2021-09-11,100,2021-01-03,activated,661,953.28,128.11,17,71.35,83
2021-12-20,2021-09-18,20,2021-08-10,onboarded,462,910.56,1859.85,28,29.18,40
2021-05-06,2021-07-06,78,2021-03-19,onboarded,40,423.5,1129.59,2,72.88,58
2021-03-29,2021-06-30,93,2021-07-12,onboarded,343,1609.75,1957.88,39,84.97,64
2021-09-24,2021-01-29,18,2021-05-31,onboarded,902,1504.7,861.57,23,22.21,57
2021-08-08,2021-11-16,51,2021-12-22,pending,922,858.83,1774.41,93,83.66,44
2021-07-15,2021-07-08,45,2021-12-22,onboarded,345,1064.32,1205.55,21,17.58,85
2021-01-02,2021-12-20,90,2021-01-21,onboarded,140,643.5,1874.19,22,35.65,19
2021-09-07,2021-10-04,56,2021-08-15,activated,120,1469.32,55.16,67,34.36,20
2021-07-11,2021-01-09,22,2021-01-09,onboarded,973,616.48,340.26,65,55.35,24
2021-08-27,2021-10-27,73,2021-12-13,activated,73,570.77,1929.55,52,20.94,92
2021-01-02,2021-12-01,97,2021-09-20,onboarded,509,1557.46,1906.52,2,81.22,88
2021-04-01,2021-10-15,13,2021-08-05,pending,190,1145.36,1612.12,41,47.71,9
2021-02-11,2021-02-20,66,2021-07-10,onboarded,618,870.68,112.94,70,83.69,17
2021-01-03,2021-06-05,15,2021-03-31,onboarded,83,1097.13,1493.64,11,55.35,71
2021-06-17,2021-03-13,34,2021-11-28,onboarded,851,1522.57,1128.88,97,47.81,49
2021-09-01,2021-07-18,43,2021-07-30,activated,246,1924.41,388.57,46,74.81,35
2021-09-08,2021-08-29,47,2021-01-25,onboarded,522,682.55,1125.46,74,6.5,85
2021-11-28,2021-09-17,29,2021-05-18,onboarded,330,773.28,1662.26,66,77.24,45
2021-08-26,2021-08-22,27,2021-04-01,onboarded,607,991.85,744.88,72,95.5,51
2021-02-12,2021-11-19,87,2021-07-19,onboarded,779,658.43,1228.94,93,56.11,13
2021-04-18,2021-02-24,64,2021-05-13,onboarded,187,887.8,144.24,77,9.9,32
2021-02-23,2021-11-23,28,2021-12-20,onboarded,869,890.98,1764.19,86,54.5,68
2021-05-12,2021-02-01,8,2021-09-01,onboarded,395,1645.3,614.8,97,78.93,83
2021-04-12,2021-02-14,9,2021-06-05,activated,888,1034.25,1946.17,82,2.59,28
2021-09-22,2021-04-21,20,2021-08-02,onboarded,487,643.2,417.31,66,68.64,25
2021-05-23,2021-01-03,67,2021-02-21,onboarded,106,1724.15,1748.35,36,41.74,32
2021-09-11,2021-01-05,37,2021-02-26,activated,798,646.4,768.49,40,74.87,61
2021-10-17,2021-03-31,60,2021-04-29,onboarded,395,523.4,168.34,32,18.55,62
2021-04-23,2021-09-10,68,2021-02-19,onboarded,569,1405.49,100.39,98,99.46,95
2021-10-12,2021-04-15,86,2021-10-19,activated,912,1656.9,109.94,37,96.22,13
2021-12-20,2021-03-12,51,2021-10-14,onboarded,313,898.22,1794.22,75,1.46,73
2021-05-27,2021-03-20,44,2021-01-12,onboarded,177,163.25,533.15,12,75.85,42
2021-10-05,2021-05-22,12,2021-10-10,activated,985,972.43,1878.8,51,9.23,53
2021-10-21,2021-11-15,20,2021-09-01,onboarded,238,1958.7,1005.6,25,84.47,90
2021-01-16,2021-08-05,24,2021-11-01,onboarded,264,1042.8,1749.11,79,92.49,51
2021-04-01,2021-01-11,15,2021-07-14,onboarded,834,1267.31,1906.17,12,71.86,74
2021-05-11,2021-04-30,57,2021-07-29,onboarded,549,1432.79,175.67,60,96.81,82
2021-01-05,2021-07-10,63,2021-06-05,onboarded,894,770.5,1444.82,86,90.62,96
2021-08-19,2021-12-13,16,2021-12-20,activated,315,1221.99,1838.7,65,44.36,48
2021-03-04,2021-05-28,77,2021-11-26,onboarded,438,620.72,1184.54,78,60.92,76
2021-10-18,2021-03-16,66,2021-11-06,onboarded,70,1790,533.97,85,51.53,78
2021-10-17,2021-04-12,49,2021-12-02,onboarded,354,474.99,554.86,93,92.9,80
2021-06-12,2021-11-02,61,2021-05-08,onboarded,186,69.15,85.12,5,84.17,57
2021-08-26,2021-09-11,22,2021-06-19,activated,844,281.66,1362.8,23,21.64,54
2021-06-04,2021-07-15,70,2021-07-16,onboarded,181,1932.6,996.23,30,27.33,12
2021-01-27,2021-01-22,55,2021-10-14,activated,394,801.4,1872.96,10,8.51,28
2021-02-20,2021-12-27,96,2021-12-07,onboarded,432,1240.32,246.77,12,8.31,27
2021-06-02,2021-03-13,30,2021-05-02,onboarded,363,1143.37,663.42,91,27.55,39
2021-08-21,2021-10-28,24,2021-09-07,activated,580,38.5,594.41,65,97.47,20
2021-06-16,2021-01-10,40,2021-11-29,onboarded,189,1808.94,1048.2,53,2.93,11
2021-05-22,2021-09-05,58,2021-05-29,activated,982,467.93,1045.53,12,17.93,7
2021-02-24,2021-06-07,55,2021-06-07,onboarded,526,1846.6,335.5,94,93.2,18
2021-10-22,2021-07-24,6,2021-03-30,onboarded,294,946.98,1882.89,83,14.79,20
2021-12-22,2021-05-26,65,2021-03-23,activated,478,207.48,313.55,95,76.4,33
2021-03-04,2021-05-14,15,2021-08-26,activated,196,642.2,924.21,51,95.32,50
2021-08-10,2021-04-23,98,2021-10-29,onboarded,441,333.55,626.29,20,8.5,27
2021-03-10,2021-07-02,10,2021-09-29,onboarded,512,1691.6,270.82,9,9.65,18
2021-02-10,2021-03-10,15,2021-01-14,pending,76,1355.13,999.44,15,32.28,62
2021-01-09,2021-12-27,25,2021-04-08,onboarded,265,519.89,1119.76,80,52.2,41
2021-09-11,2021-03-01,85,2021-05-17,onboarded,430,1293.73,1283.98,87,7.89,52
2021-08-03,2021-11-07,15,2021-12-05,activated,713,1581.64,1052.7,33,14.93,82
2021-11-27,2021-01-16,8,2021-06-07,onboarded,966,6.12,738.97,21,69.24,8
2021-06-04,2021-07-24,33,2021-11-04,activated,842,237.68,1429.11,22,10.13,60
2021-02-17,2021-05-06,22,2021-01-10,activated,422,1886.56,1529.7,65,28.74,5
2021-12-09,2021-04-09,37,2021-09-03,onboarded,486,479.57,54,77,82.42,94
2021-10-26,2021-09-21,21,2021-07-29,onboarded,453,1845.98,311.43,42,74.64,22
2021-03-10,2021-11-23,92,2021-03-16,onboarded,872,1486.53,1079.13,41,4.57,77
2021-08-12,2021-08-20,84,2021-06-23,activated,845,1403.35,165.86,35,91.15,84
2021-10-11,2021-02-24,35,2021-10-29,onboarded,113,216,1510.18,12,32.53,53
2021-11-21,2021-09-02,41,2021-09-10,onboarded,10,965.9,504.35,8,60.28,81
2021-09-21,2021-03-23,26,2021-04-10,onboarded,773,694.83,40.68,63,76.76,21
2021-06-05,2021-12-21,96,2021-10-28,onboarded,566,1924.92,1939.44,85,84.66,32
2021-03-23,2021-02-11,74,2021-01-23,onboarded,495,849.51,155.82,12,25.26,73
2021-01-20,2021-04-04,17,2021-01-31,pending,343,512.35,631.8,50,77.74,86
2021-01-31,2021-03-07,86,2021-09-13,activated,605,31.35,1954.73,57,28.94,33
2021-11-21,2021-03-05,46,2021-02-15,onboarded,140,1151.12,582.38,74,3.72,5
2021-03-29,2021-11-24,97,2021-01-28,activated,426,1046.25,1241.9,37,27.47,51
2021-02-17,2021-02-10,41,2021-11-22,activated,638,1506.17,241.42,41,99.8,14
2021-08-06,2021-02-27,42,2021-11-21,activated,725,940.48,1984.51,7,38.77,91
2021-08-22,2021-02-15,90,2021-10-07,onboarded,496,835.16,1595.71,27,98.53,97
2021-02-16,2021-09-10,91,2021-07-05,activated,195,1729.28,1674.23,19,34.92,48
2021-10-20,2021-10-16,32,2021-10-10,onboarded,202,482.25,1287.79,54,59.43,37
2021-10-11,2021-05-08,62,2021-09-17,onboarded,644,341.48,725.59,33,15.45,69
2021-12-25,2021-04-03,46,2021-10-03,onboarded,95,1525.66,576.13,12,5.52,60
2021-02-11,2021-10-12,34,2021-05-17,pending,982,174.81,1386.45,8,45.54,32
2021-10-06,2021-03-16,36,2021-10-02,onboarded,698,201.7,479.78,7,60.74,74
2021-06-18,2021-12-11,96,2021-07-05,onboarded,873,212.74,1429.19,35,8.66,43
2021-05-11,2021-08-23,86,2021-01-16,onboarded,814,1584.75,947.34,41,82.18,6
2021-02-10,2021-02-15,98,2021-03-09,activated,464,401.98,469.22,68,9.93,19
2021-05-19,2021-04-16,25,2021-09-11,activated,243,194.12,69.9,97,83.92,52
2021-10-10,2021-05-10,98,2021-03-03,activated,762,106.3,1565.89,73,22.8,80
2021-06-11,2021-04-06,15,2021-10-20,onboarded,970,98.7,346.64,86,31.83,66
2021-01-03,2021-07-11,54,2021-11-26,onboarded,201,1411.47,1579.84,4,72.99,83
2021-11-12,2021-12-01,87,2021-04-24,onboarded,748,1332.12,137.64,1,85.24,32
2021-09-19,2021-12-19,84,2021-09-12,onboarded,134,251.8,269.99,59,77.59,61
2021-12-25,2021-06-06,31,2021-05-03,activated,705,224.45,1262.92,64,42.85,27
2021-08-15,2021-01-03,52,2021-04-24,onboarded,12,206.61,1455.29,29,39.92,86
2021-02-13,2021-03-09,98,2021-04-14,onboarded,524,398.23,1656.2,50,60.92,58
2021-03-01,2021-03-20,13,2021-11-12,onboarded,532,1294.87,1052.51,88,96.48,61
2021-10-28,2021-06-03,60,2021-05-12,onboarded,180,1332,1555.65,29,94.5,61
2021-01-17,2021-12-10,81,2021-07-01,activated,827,1455.37,1912.43,3,25.7,71
2021-11-28,2021-05-16,97,2021-02-13,onboarded,243,552,1661.63,24,57.46,79
2021-04-13,2021-12-05,64,2021-02-01,onboarded,365,1687.23,822.6,78,7.36,37
2021-09-01,2021-01-09,22,2021-07-04,pending,757,1493.75,955.63,75,12.68,89
2021-01-20,2021-09-27,28,2021-08-26,activated,218,480.49,988.91,25,54.74,62
2021-09-27,2021-01-24,67,2021-09-02,onboarded,79,587.33,664.83,80,97.89,76
2021-07-19,2021-07-21,42,2021-11-11,onboarded,607,261.2,1121.8,83,65.55,27
2021-05-06,2021-05-21,59,2021-12-14,activated,802,1958.7,184.18,81,97.14,84
2021-07-24,2021-07-03,68,2021-09-14,onboarded,735,802.59,387.35,57,41.15,97
2021-05-22,2021-05-05,68,2021-11-03,activated,409,1671.93,596.62,36,4.59,36
2021-10-14,2021-07-22,56,2021-07-01,pending,352,590.5,1519.18,85,11.5,97
2021-11-14,2021-04-30,48,2021-07-31,onboarded,162,1196.5,535.16,19,30.21,65
2021-01-13,2021-09-05,45,2021-06-22,onboarded,652,122.89,789.9,71,70.91,82
2021-01-27,2021-10-26,71,2021-02-01,onboarded,207,1723.58,991.95,34,43.19,35
2021-08-17,2021-07-10,60,2021-05-10,activated,654,1007.16,1822.4,14,56.46,49
2021-07-07,2021-06-22,96,2021-12-03,onboarded,407,946.67,907.42,63,64.55,55
2021-01-22,2021-04-02,5,2021-02-21,onboarded,635,120.25,867.62,19,94.56,78
2021-11-09,2021-07-05,62,2021-07-18,onboarded,451,1543.56,1738.57,93,7.77,25
2021-05-13,2021-05-08,42,2021-04-06,activated,195,632.43,423.11,90,87.53,84
2021-04-12,2021-03-12,84,2021-09-17,activated,237,1720.48,936.21,96,40.75,96
2021-11-13,2021-10-25,1,2021-03-04,onboarded,470,1818.69,723.42,77,63.16,70
2021-08-26,2021-07-09,39,2021-05-04,activated,886,1236.9,1887.62,34,52.51,66
2021-08-05,2021-04-08,91,2021-01-23,onboarded,107,596.29,1806.78,19,24.4,65
2021-02-27,2021-06-23,29,2021-02-18,activated,711,1805.1,782.5,69,42.2,77
2021-02-26,2021-01-14,87,2021-03-16,pending,642,143.6,817.66,98,12.6,72
2021-04-11,2021-05-25,59,2021-05-04,onboarded,480,430.2,1733.14,84,66.14,75
2021-08-27,2021-10-31,27,2021-11-23,onboarded,65,1843.92,1554.18,55,89.23,60
2021-06-30,2021-05-21,53,2021-04-13,onboarded,281,228.21,954.79,56,86.72,4
2021-03-12,2021-01-24,17,2021-07-30,onboarded,613,1367.25,435.17,94,20.6,48
2021-10-03,2021-03-28,89,2021-02-13,onboarded,944,1163.47,824.14,74,50.52,28
2021-11-11,2021-06-12,56,2021-06-23,onboarded,343,539.18,1038.93,13,81.4,44
2021-01-19,2021-08-05,56,2021-09-05,activated,596,976.2,554.8,84,16.32,29
2021-06-15,2021-12-09,30,2021-12-17,activated,198,1214.36,825.1,16,55.35,98
2021-02-20,2021-03-09,74,2021-02-04,onboarded,379,108.88,1228.64,37,55.7,63
2021-12-06,2021-01-26,70,2021-07-16,activated,342,167.83,1588.1,46,9.54,38
2021-12-01,2021-05-01,28,2021-06-27,pending,83,461.19,1134.52,74,90.47,90
2021-05-17,2021-11-17,7,2021-05-24,onboarded,742,1047.92,1160.8,43,1.98,68
2021-12-14,2021-07-18,43,2021-05-09,activated,582,139.75,1416.65,3,10.94,16
2021-09-14,2021-09-07,9,2021-01-22,onboarded,556,1486.38,470.2,67,61.6,98
2021-11-15,2021-10-07,63,2021-02-10,pending,953,1181.16,1742.44,100,79.1,70
2021-06-21,2021-05-20,97,2021-02-17,onboarded,702,339.27,1430.15,5,31.64,36
2021-07-02,2021-05-11,78,2021-02-20,onboarded,460,1096.93,1115.75,14,22.73,77
2021-12-21,2021-03-06,29,2021-06-05,onboarded,654,1342.3,70.43,17,41.81,14
2021-11-26,2021-06-18,76,2021-08-20,activated,638,103.84,1837.26,69,4.83,40
2021-11-05,2021-11-19,61,2021-09-08,pending,215,1345.3,1566.73,30,44.48,52
2021-01-14,2021-08-02,35,2021-05-22,onboarded,855,617.85,1108.58,51,35.2,49
2021-02-03,2021-10-25,34,2021-12-27,onboarded,142,277.74,401.1,70,60.8,36
